Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
50,176,70,6,91,39.3,29
29,182,81,21,106,40.3,125
52,168,67,22,109,40.7,149
25,173,71,5,84,39.2,11
38,168,72,5,82,39.1,13
39,172,77,15,94,40.4,68
21,170,64,4,89,38.6,17
25,153,54,5,87,38.9,21
56,183,75,29,105,40.6,203
48,166,61,20,100,40.6,116
35,190,87,14,91,39.9,58
20,172,69,24,98,40.9,120
50,184,82,26,107,40.6,186
42,200,105,15,94,40.5,79
34,181,78,8,86,39.6,25
27,184,78,28,108,41,170
30,179,82,13,88,40,43
33,187,80,21,91,40.6,81
49,188,94,5,85,39,20
77,170,66,11,96,39.8,64
20,171,63,5,87,39,20
70,179,88,4,79,38.8,16
49,181,87,16,104,40.3,108
51,132,41,6,86,39.2,28
68,190,90,6,84,39.3,28
47,158,60,30,101,40.9,178
39,188,89,25,108,40.5,173
46,160,61,25,101,40.6,147
20,176,70,9,87,39.7,34
38,179,86,24,103,40.6,145
57,184,85,14,91,40.3,72
26,155,56,22,96,40.7,112
62,188,92,15,91,40.4,83
73,171,69,15,97,40.3,88
41,175,83,30,108,41,207
75,186,77,14,90,40,70
46,182,84,17,99,40.4,98
44,161,65,19,100,40.8,108
40,170,73,25,105,40.5,151
59,191,91,2,85,38,9
73,170,71,16,91,40.2,83
29,192,97,10,84,39.5,30
26,179,74,29,109,40.8,180
40,176,72,1,84,37.9,4
26,195,97,26,102,41,145
23,173,72,18,94,40,83
41,179,83,26,107,40.5,175
59,187,95,3,82,38.2,12
42,164,57,20,99,40.7,113
47,167,67,25,101,40.6,146
70,182,91,26,108,40.7,220
51,168,68,2,71,38.1,3
29,180,78,18,97,40.2,82
64,168,65,20,105,40.4,132
35,164,62,12,92,39.6,57
46,173,77,5,91,39.1,22
31,166,63,19,99,40.5,102
47,194,98,19,102,40.5,125
28,164,63,18,98,40.6,94
78,197,101,8,95,39.5,57
51,151,55,10,93,40.3,52
21,146,44,4,81,38.4,14
45,185,82,3,86,38.4,11
24,155,58,16,101,40.2,89
21,196,96,26,107,40.6,157
21,183,85,23,106,40.4,130
61,168,73,11,87,39.8,49
76,155,59,6,73,39.2,21
49,178,68,21,97,40.5,114
25,177,80,7,88,39.8,21
47,151,56,25,108,40.7,168
29,181,78,23,104,40.8,129
33,207,110,29,107,40.9,201
20,162,56,29,113,40.7,197
34,160,62,21,106,40.6,130
54,165,72,7,88,39.5,30
35,202,112,15,92,40.1,72
69,190,93,26,108,40.9,220
44,183,91,15,90,40.4,67
48,159,60,17,99,40.6,97
48,180,74,9,95,39.6,46
26,173,70,13,89,40.3,54
39,175,77,20,95,40.6,94
35,148,53,5,84,39.2,20
38,174,80,5,86,39,17
37,163,58,9,82,39.7,34
55,166,58,10,90,39.7,49
35,163,56,24,108,40.8,156
30,147,53,28,117,40.6,208
50,206,111,25,117,40.5,232
58,176,77,11,90,40,53
73,188,93,29,111,40.9,264
23,165,70,4,76,38.9,4
51,157,56,25,101,40.8,151
59,170,74,22,103,40.6,150
39,202,104,19,100,40.3,115
28,182,76,13,91,40.1,46
39,164,58,22,99,40.6,123
20,190,93,12,94,39.9,48
54,167,72,15,93,40.1,75
36,187,89,16,90,40.4,65
59,185,96,29,113,40.9,255
20,171,68,2,86,38,7
58,181,85,5,84,39,21
56,169,72,10,92,40,50
52,166,60,4,81,38.9,16
51,173,77,17,95,40.3,90
22,170,71,19,102,40.7,103
29,210,111,6,84,39.2,20
42,170,70,25,111,40.5,169
44,196,92,27,112,40.7,211
27,188,92,4,85,38.9,12
32,176,70,2,86,38.6,8
58,156,55,25,107,40.5,171
42,156,53,11,87,39.7,49
56,146,49,6,91,39.4,31
42,169,65,3,78,38.7,10
46,174,68,9,91,39.6,43
41,191,89,18,89,40.6,75
54,189,101,6,94,38.8,35
33,153,54,17,97,40.1,91
27,148,49,8,88,39.6,35
73,196,102,26,98,40.5,191
25,186,88,21,103,40.6,115
25,155,59,14,86,40.1,55
62,177,83,7,83,39.4,29
55,159,60,16,96,40.2,89
24,188,90,13,93,40,51
41,167,67,22,104,40.4,133
35,154,53,10,90,39.6,46
40,178,80,17,96,40.4,84
36,148,53,1,83,37.2,4
25,173,72,19,104,40.4,100
39,208,105,6,86,39.2,24
43,175,73,1,91,37.5,5
60,183,87,28,114,41.2,246
25,192,98,28,104,40.8,163
31,161,57,11,96,40.2,57
63,185,88,27,113,40.6,238
30,198,106,5,75,39.3,9
50,189,94,26,107,40.5,193
48,164,65,1,81,37.7,4
69,170,76,4,84,38.8,18
79,168,65,6,90,39.3,31
54,164,61,17,96,40.4,94
53,156,57,8,91,39.7,40
36,156,58,29,112,41.1,201
49,166,63,8,95,39.4,42
48,161,63,22,102,40.7,132
28,195,100,22,107,41,142
57,174,78,29,112,41.3,236
65,177,69,11,96,39.9,61
52,164,60,17,99,39.8,99
31,175,66,1,79,37.4,3
21,167,67,18,100,40.2,95
20,155,56,26,109,40.6,165
28,193,96,11,85,40.1,34
29,150,49,4,73,39.3,11
68,170,73,30,102,40.8,187
36,178,82,26,102,40.7,149
43,157,56,20,99,40.6,114
35,185,86,24,109,40.5,163
71,202,111,7,85,39.5,38
72,193,102,15,88,40.5,87
73,152,57,27,111,40.8,202
77,177,75,22,96,40.5,126
48,199,106,7,85,39.3,30
32,188,86,19,97,40.5,92
74,193,95,8,79,39.5,35
26,160,60,27,111,41,179
36,181,76,6,83,38.8,22
41,173,73,27,103,40.7,158
50,145,50,18,100,40.6,108
39,160,66,5,80,39,17
26,167,65,16,89,40.4,67
34,186,84,8,83,39.7,22
49,148,54,29,101,40.8,175
67,183,87,26,106,40.4,206
28,194,86,18,93,40.3,73
61,179,80,11,89,40.2,54
69,207,111,21,98,40.6,154
21,163,60,3,86,38.6,12
74,189,85,28,111,40.9,200
60,164,61,5,83,39.1,21
22,162,56,20,95,40.4,98
31,198,101,3,77,39,6
46,179,82,18,109,40.3,131
20,172,60,27,101,40.7,147
78,170,67,9,94,40,51
79,168,68,24,108,40.5,171
20,164,62,10,85,40,37
48,198,102,7,94,39.4,39
40,174,69,2,85,37.7,8
49,181,85,23,108,40.7,168
46,179,82,29,104,40.7,189
42,176,84,26,112,40.8,197
44,151,56,4,91,38.9,19
29,190,99,7,86,39.6,23
33,175,70,9,88,39.4,29
55,217,126,17,91,40.4,101
49,187,91,25,99,40.8,152
26,160,58,22,95,40.4,109
34,152,51,13,93,39.9,65
33,182,77,24,102,40.7,133
76,179,73,2,78,38.2,8
33,160,62,3,83,38.6,11
25,181,75,25,107,40.7,145
75,201,109,14,94,40.2,98
29,186,85,22,98,40.4,107
67,173,70,8,96,39.2,45
23,168,68,7,81,39.4,23
29,187,92,13,95,40,59
21,178,72,23,104,40.7,129
55,181,80,27,107,41.1,198
22,175,64,29,108,40.5,179
60,183,88,11,87,39.5,52
48,186,89,16,91,40.5,77
25,174,73,13,90,40.3,54
56,201,100,17,101,40.4,118
34,195,101,13,88,39.6,51
22,162,63,30,107,40.9,162
27,156,54,13,98,40.2,69
49,173,80,7,89,39.4,30
23,178,75,12,95,39.8,47
73,160,59,9,87,39.7,44
39,190,88,16,96,40.3,81
73,180,82,2,79,38.2,8
24,148,48,8,90,39.2,36
54,196,101,19,98,40.5,121
24,153,48,21,101,40.2,119
28,165,57,22,103,40.7,129
26,164,64,13,94,40.3,62
43,156,56,6,85,39.2,25
44,181,75,22,95,40.4,111
20,198,100,10,88,39.8,32
73,154,56,9,94,39.9,51
22,160,63,7,89,39.4,29
31,193,95,2,86,38.6,7
48,161,61,17,87,40.2,75
63,188,95,24,105,40.6,186
64,151,54,22,106,40.7,151
29,153,55,11,97,39.5,58
64,163,63,6,89,39,28
32,158,57,19,101,40.4,108
32,164,64,17,101,40.1,95
21,171,62,19,100,40.1,101
32,178,78,20,102,40.3,109
27,151,49,19,101,40.2,109
28,180,79,14,92,40.2,53
32,181,86,9,90,39.8,34
35,182,77,17,93,40,79
31,190,93,3,93,38.8,13
27,187,89,18,106,40.7,109
26,179,79,10,92,39.6,43
27,181,75,10,89,39.6,41
28,194,98,9,86,39.7,29
34,168,69,23,94,40.9,111
29,167,64,18,98,40.7,94
34,160,57,5,84,39.4,20
22,165,68,8,85,39.7,29
61,180,74,8,86,39.5,35
30,177,74,13,104,39.7,75
29,154,54,25,111,40.6,169
32,166,61,28,107,40.8,176
50,172,71,15,84,40.3,60
35,170,66,15,89,40.2,65
25,157,58,24,100,40.5,131
79,173,77,19,106,40.4,157
47,157,59,3,89,38.5,14
78,166,68,20,98,40.1,121
27,174,73,19,96,40.1,80
45,177,81,18,85,40.7,64
30,156,57,11,87,39.8,46
25,179,74,3,85,38.9,11
26,197,101,16,93,40.5,69
77,182,83,28,108,40.8,241
41,196,94,15,93,40.3,73
32,175,77,12,98,39.9,58
40,169,68,7,86,39.2,29
43,163,66,12,95,39.9,62
73,186,89,5,85,39.1,25
51,168,72,12,93,40.2,58
22,169,69,17,95,40.2,80
27,153,53,25,108,40.6,160
20,172,76,6,83,39.4,12
20,153,52,14,92,40.1,64
45,166,63,8,80,39.6,29
72,182,87,24,105,40.7,192
21,161,62,14,95,40.4,67
21,183,78,12,88,39.9,34
78,201,102,8,91,39.7,52
33,180,85,14,94,39.8,62
34,183,80,7,91,39.5,27
59,181,85,21,97,40.7,129
39,164,68,15,89,40.4,66
44,160,64,23,105,41,144
52,169,69,14,92,40.4,69
55,171,67,20,95,40.3,107
41,177,69,5,82,39.1,18
48,180,86,11,91,40,52
35,166,63,24,101,40.6,136
34,163,66,27,107,40.6,169
28,191,87,6,82,39.3,15
56,200,100,9,92,39.9,50
71,172,74,28,103,40.7,178
63,179,81,6,88,39.2,29
56,143,49,27,106,40.8,183
48,174,79,22,103,40.7,140
57,189,92,19,98,40.9,121
62,171,66,23,103,40.4,145
25,179,86,8,81,39.4,17
22,187,81,15,97,40.3,64
23,178,70,3,84,38.3,11
23,158,58,26,109,40.5,166
23,170,68,16,88,40.6,43
27,166,65,13,88,40.3,36
57,160,62,22,103,40.3,138
62,197,99,6,92,38.9,35
34,206,103,22,100,40.8,127
53,183,81,20,107,40.7,145
31,148,47,3,86,38.6,13
79,175,83,14,93,40.2,90
54,199,98,3,89,38.8,15
40,183,84,5,79,39.1,12
55,161,61,23,110,40.7,161
30,190,85,3,90,38.7,11
52,189,85,20,106,40.8,143
71,175,75,16,91,40.1,90
30,175,80,11,96,39.7,49
45,156,54,8,97,39.4,44
31,188,85,18,93,40.5,75
38,190,96,8,83,39.5,26
69,168,66,25,111,40.6,183
62,177,76,7,93,39.3,36
23,207,101,24,103,41,136
26,187,83,29,110,41,187
33,174,77,14,92,40.2,55
22,175,75,15,97,40.3,62
67,177,74,30,105,41,195
67,152,56,20,101,40.3,127
52,174,78,1,83,37.5,4
21,172,67,20,104,40.7,114
49,159,59,12,100,40.4,70
28,169,67,23,103,40.7,119
28,153,49,23,108,40.5,149
28,168,70,28,104,40.6,162
37,197,92,1,87,37.5,4
28,164,64,27,107,40.9,167
34,162,56,24,108,40.7,156
33,159,54,16,94,40.1,80
27,148,50,24,96,40.7,124
47,176,77,13,87,40.2,55
42,177,77,7,87,39.5,25
29,161,61,15,91,40.3,68
25,152,58,2,86,38.1,8
24,168,73,9,91,40.3,30
38,163,61,25,104,40.5,152
20,157,57,18,103,40.2,103
24,175,72,18,109,40.3,112
72,157,53,6,82,39.2,27
71,161,64,19,93,40.5,103
52,149,52,15,105,40.4,98
30,179,84,25,105,40.8,148
30,184,77,7,91,39.4,30
26,161,61,15,93,40.2,70
66,178,82,27,105,41.1,206
61,163,64,4,78,38.5,15
20,167,65,21,101,40.4,113
49,177,84,9,86,39.7,36
52,189,90,2,87,38,9
21,166,59,29,106,40.7,174
45,175,73,26,104,40.8,163
23,177,74,27,103,40.7,149
37,187,91,27,110,40.6,194
21,196,98,22,100,40.8,111
48,147,54,14,101,40.1,84
35,161,58,9,84,39.6,35
20,163,58,4,81,38.9,13
47,180,87,23,101,40.2,143
56,191,96,6,96,39.3,36
77,152,61,4,91,38.9,21
59,171,71,26,99,40.8,150
48,186,93,7,89,39.8,32
24,184,93,19,88,40.2,62
62,153,59,23,104,41,150
63,208,112,16,92,39.9,99
42,188,96,28,113,41.1,223
41,174,72,29,115,40.9,207
66,163,69,16,90,40.4,81
35,172,65,19,97,40.7,99
60,152,52,27,115,40.7,210
77,187,91,30,107,41,259
78,172,72,9,96,39.7,52
57,184,82,12,100,39.9,77
60,158,63,25,100,40.7,150
38,190,79,18,95,40.6,88
45,162,67,17,99,40.2,95
61,188,94,18,97,40.3,116
64,165,69,29,108,40.8,199
38,173,66,10,93,39.7,48
21,186,79,19,97,40.8,79
31,161,55,4,87,39.1,17
66,182,86,27,113,40.8,241
64,168,72,30,115,40.9,264
42,208,108,8,84,39.5,31
21,169,63,5,89,38.7,21
65,164,60,28,108,40.8,196
50,179,84,6,92,39.4,30
65,158,58,22,92,40.8,117
25,170,68,5,79,39,7
23,183,88,11,89,39.9,36
33,157,55,23,107,40.9,147
36,183,80,20,106,40.3,120
53,193,90,9,90,39.6,44
36,164,60,17,100,40.4,96
52,179,87,21,100,40.4,132
35,190,92,20,94,40.8,94
24,207,114,29,104,40.5,178
25,184,84,7,82,39.3,16
25,168,64,12,88,40,49
27,161,59,16,89,40.7,69
24,183,88,21,98,40.4,98
38,165,61,20,99,40.5,111
33,176,68,11,94,39.7,53
21,159,58,9,84,39.6,33
40,192,96,24,100,40.8,142
27,189,95,14,95,40.4,63
67,180,81,4,82,39,17
22,154,55,3,86,38.2,12
69,187,90,2,78,38.3,8
44,175,76,28,103,40.9,172
77,176,85,24,101,40.7,183
32,197,104,8,89,40,32
78,187,84,4,84,39,17
55,167,75,12,90,40.1,56
39,163,58,8,87,39.2,35
23,174,75,4,84,39,9
22,173,64,15,94,40.5,70
48,149,51,27,110,40.7,190
21,168,65,29,100,41.1,153
78,184,85,27,109,40.6,189
58,149,61,30,105,40.8,203
62,156,55,7,87,39.5,33
34,153,52,2,79,38.3,7
65,176,72,21,104,40.4,134
43,189,93,14,88,40.3,59
37,189,87,30,120,41.2,258
42,187,92,5,87,39.1,20
65,178,84,17,99,40.3,114
75,198,97,1,80,37.6,5
72,179,81,21,97,40.6,140
37,167,61,4,86,38.8,17
51,169,78,23,102,40.5,146
63,186,87,18,92,40.1,101
67,193,97,22,102,40.7,166
74,178,81,30,101,41,183
42,176,71,17,97,40.1,89
32,171,64,20,98,40.4,106
42,190,91,16,102,40.3,99
73,184,88,25,106,40.7,206
28,187,88,1,89,38,4
20,174,69,17,98,40.4,69
27,153,56,13,84,40.1,50
24,183,83,13,90,40.2,44
20,174,70,26,98,41,130
35,181,76,9,85,39.4,27
51,211,116,24,103,40.7,176
21,182,85,18,104,40.5,97
44,186,86,23,109,40.9,147
39,184,88,17,93,40.4,79
20,178,77,12,96,40,47
52,180,83,6,93,38.8,29
29,158,52,24,110,40.5,160
62,155,54,19,94,40.3,105
58,193,92,27,111,41.1,226
22,171,68,26,107,41,156
41,187,91,16,100,40.7,94
57,195,98,4,89,38.8,20
55,161,61,10,89,39.8,48
25,168,73,15,103,40.4,77
63,171,68,23,100,40.7,138
44,177,83,5,86,39,19
46,174,72,25,102,40.8,150
54,145,49,17,98,40.5,100
48,171,68,16,96,40.4,85
79,160,63,8,100,39.6,51
41,178,81,10,80,39.9,26
25,167,72,5,91,39.3,17
32,186,88,10,92,39.9,41
23,182,85,18,103,40.5,96
42,186,83,10,80,39.7,27
47,178,77,19,93,40.4,91
29,166,68,21,96,40.6,88
26,194,91,24,101,41,127
22,187,90,4,84,38.9,10
43,163,61,20,105,40.6,125
39,143,47,11,94,39.9,57
22,173,69,27,114,40.8,177
28,160,61,21,99,40.3,113
44,191,89,28,99,40.7,147
66,158,57,8,90,39.5,41
25,162,60,2,80,38.1,7
70,165,68,29,112,40.9,215
40,166,61,26,101,40.8,151
29,173,71,17,89,40.4,71
27,194,90,2,81,37.8,5
34,178,82,10,90,39.5,38
65,166,61,16,87,40.6,76
77,206,106,25,92,40.8,168
46,146,55,5,92,39.1,25
67,178,86,5,86,39.1,24
37,180,75,9,93,39.4,38
20,163,66,9,74,39.6,22
26,159,55,26,104,41,155
30,169,68,2,83,38.4,7
63,153,49,22,101,40.9,140
66,175,72,22,101,40.5,134
44,172,69,19,102,40.8,111
60,183,87,17,97,40.6,106
25,180,77,29,111,40.8,187
32,184,93,11,84,39.7,34
23,151,49,13,98,40,69
25,176,74,27,107,40.9,156
72,191,92,8,73,39.7,26
70,163,64,24,105,40.7,161
41,166,62,25,107,40.8,161
20,170,64,2,85,38,7
22,206,106,3,78,38.4,6
28,186,95,18,98,40,90
38,189,88,2,73,38.4,3
79,194,101,17,105,40.2,147
29,182,85,25,101,41,132
34,181,88,24,93,40.6,105
69,193,98,6,82,39.1,28
22,185,86,20,106,40.6,115
33,162,58,25,109,40.7,164
54,180,87,13,100,40,83
27,196,96,11,93,40,46
75,172,75,8,86,39.2,37
36,200,105,21,94,40.5,105
77,195,99,11,97,39.6,80
61,194,103,9,88,39.9,47
48,192,92,23,96,40.4,129
49,153,51,26,105,40.7,169
39,180,87,24,107,40.4,161
31,192,93,28,108,40.7,185
40,198,104,29,110,40.7,220
57,172,69,24,106,40.7,156
53,167,74,18,101,40.3,112
39,161,64,9,81,39.6,32
56,163,65,21,108,40.8,142
49,170,67,21,93,40.9,105
29,171,69,4,81,39.3,13
53,148,51,27,106,40.9,181
24,165,70,28,118,40.8,202
48,202,102,29,117,40.7,261
20,176,72,22,102,40.6,104
24,152,55,10,94,40,48
24,166,63,13,100,40.1,70
38,152,57,9,79,39.6,31
36,172,72,7,86,39.4,22
22,183,84,29,102,40.5,148
49,165,66,9,82,39.6,35
21,168,65,28,112,41,184
23,185,89,15,92,39.9,56
24,163,57,3,85,38.5,12
30,204,98,27,116,41,213
60,170,79,11,103,39.8,77
77,166,65,20,105,40.3,136
23,179,80,21,96,40.7,87
69,203,111,2,83,38.5,10
51,152,58,30,117,41.3,232
50,147,55,9,87,40.1,41
49,157,57,16,94,40.5,84
32,151,54,20,100,40.6,113
20,154,53,22,100,40.4,120
41,186,81,10,95,39.3,49
59,181,77,19,94,40.5,98
76,155,55,22,100,40.8,141
51,192,96,2,77,37.8,6
25,154,56,5,82,39,18
63,173,76,7,90,39.2,36
37,155,54,20,94,40.6,102
54,172,78,12,87,39.9,52
51,181,82,10,95,39.5,54
28,169,72,14,87,40.7,55
22,187,89,21,99,40.3,100
23,179,75,4,89,38.8,16
48,181,87,3,77,38.7,8
23,183,81,2,76,38,2
26,163,66,8,86,39.4,31
65,155,58,17,95,40.5,96
34,158,56,18,95,40.8,92
76,157,64,8,88,39.5,41
20,190,86,4,75,39.1,4
25,196,101,14,94,40.2,61
77,187,92,25,99,40.6,186
33,149,48,2,81,38.5,7
59,201,100,20,102,40.4,144
51,190,96,5,77,39,15
24,180,82,9,93,39.5,34
77,171,73,25,109,41,214
29,165,58,12,90,39.8,54
56,155,58,3,93,38.4,16
27,180,80,28,112,40.8,181
35,175,77,12,90,40.1,45
71,177,75,14,93,40.2,74
22,195,97,2,84,38.2,5
25,192,90,17,93,40.4,68
58,185,83,2,84,38.5,8
55,165,64,23,102,40.8,141
71,188,96,2,75,38,7
64,156,51,5,82,39.1,22
52,193,94,24,103,40.8,166
49,154,55,14,94,40.3,74
32,188,94,4,87,38.7,14
37,177,81,9,87,39.6,31
42,175,67,6,83,39.1,23
78,186,95,15,90,40.2,93
30,146,49,18,100,40.4,102
26,196,100,12,81,40.3,30
30,141,52,24,110,40.7,161
60,180,79,4,87,38.9,18
24,180,81,18,93,40.4,68
26,158,61,13,97,40.3,66
68,184,93,21,95,41,135
21,178,74,16,90,40.3,48
29,177,69,23,106,40.6,138
54,188,87,21,104,40.3,147
31,185,87,9,94,39.4,39
32,192,90,13,94,40.3,58
27,173,68,26,97,40.8,131
32,173,78,8,94,39.6,34
40,162,60,14,91,39.9,66
20,183,85,13,89,40.3,40
20,142,48,19,91,40.1,86
33,163,60,16,105,40,98
69,186,86,8,89,39.8,43
31,173,73,30,106,41,177
57,193,97,8,85,39.4,36
32,160,58,22,102,40.6,128
29,161,61,9,87,39.4,37
67,186,84,3,83,38.3,12
61,174,81,25,94,40.7,142
76,188,90,29,102,40.7,227
69,176,73,1,80,37.7,4
36,166,65,17,100,40.8,94
41,154,51,5,87,39.4,22
69,156,61,27,106,40.7,185
65,186,79,7,77,39.2,24
46,195,96,29,107,40.6,210
62,194,89,2,83,38.4,9
43,157,61,7,88,39.1,31
54,171,69,25,111,41.1,192
42,174,81,9,93,39.7,42
73,158,60,17,97,40.3,101
20,175,73,25,99,40.5,126
26,194,90,5,84,39.2,13
79,161,62,15,94,39.6,86
24,191,89,3,73,38.5,3
76,155,55,7,86,39.6,34
25,157,58,1,82,37.7,4
71,151,56,18,106,40.4,125
44,163,65,23,99,40.6,129
74,158,62,12,93,39.7,66
56,174,69,5,85,39.1,21
44,178,83,6,84,39.4,20
43,182,89,24,108,40.6,171
39,165,69,15,99,40.3,77
23,188,92,6,89,39.2,20
23,195,97,3,83,38.5,8
56,179,87,20,107,40.4,151
22,181,83,8,86,39.5,21
68,175,75,10,85,39.9,44
73,167,68,13,93,39.9,76
68,175,69,8,97,40.1,46
62,194,101,17,100,40.2,120
20,160,60,24,100,40.7,128
69,149,55,15,95,40.2,86
30,170,67,7,81,39.5,24
44,168,68,12,82,39.6,45
38,192,98,4,90,38.9,17
27,165,62,22,93,40.3,103
62,187,94,27,108,40.7,220
54,199,98,7,88,39.6,34
64,169,72,19,98,40.6,109
56,166,67,20,101,40.8,120
35,190,86,8,93,39.5,35
29,167,66,25,104,40.4,146
66,175,77,10,90,39.9,49
44,164,60,19,104,40.6,118
31,161,62,9,93,39.4,43
23,162,61,15,90,40.1,65
44,173,71,25,103,40.5,148
23,206,109,17,100,40.5,91
63,193,93,28,111,41,241
27,166,58,20,93,40.5,95
60,203,103,6,88,39.3,31
60,160,61,27,109,40.5,189
25,189,90,21,102,40.5,113
29,171,70,16,96,40.2,67
34,164,63,8,93,39.5,31
38,207,106,25,93,40.9,124
63,161,61,6,90,39.4,30
25,156,48,21,101,40.4,120
56,186,85,5,86,38.9,22
22,190,94,2,82,37.9,5
24,186,83,10,92,39.6,37
69,182,87,18,93,40.7,109
27,180,76,22,94,40.5,87
39,196,98,6,88,39.2,25
41,167,65,22,100,40.7,124
62,181,83,28,112,41,238
61,161,68,25,105,40.7,162
72,162,65,19,93,40.5,103
38,168,73,11,90,39.8,49
61,174,67,18,91,40.7,90
27,175,73,11,94,40,51
25,166,67,3,79,38.4,9
23,158,55,16,111,40.6,106
21,186,76,22,102,40.3,118
33,155,54,20,100,40.5,113
68,194,99,4,80,38.6,17
43,138,46,19,97,40.4,107
76,171,74,13,100,40.1,80
58,163,61,4,80,38.8,15
33,181,83,22,105,40.9,133
20,192,92,10,85,39.8,26
70,168,72,16,88,39.9,76
43,214,124,17,103,40.7,121
45,171,70,21,101,40.7,121
73,177,78,28,117,40.6,220
22,160,60,25,102,40.9,140
20,176,68,3,90,38.5,12
45,182,83,3,84,38.3,10
58,192,89,10,88,39.9,48
36,166,66,16,101,40.2,84
20,188,88,11,101,40.1,54
36,173,79,22,109,40.5,148
33,139,48,25,105,40.6,157
74,202,113,7,86,39.3,41
71,154,59,9,85,39.8,42
34,189,90,15,92,40.3,64
75,183,83,21,99,40.3,151
26,188,90,4,80,39,8
32,189,86,20,95,40.5,91
60,151,46,28,103,41.2,184
52,145,48,7,80,39.5,28
56,190,97,2,79,37.9,7
24,169,63,26,104,40.8,151
29,164,60,19,96,40.5,96
55,151,58,2,79,38,7
28,154,52,18,100,40.5,101
55,178,78,18,90,40.1,85
76,203,106,8,95,39.3,57
77,193,97,13,87,39.9,75
49,156,58,14,92,40.2,70
34,185,80,12,92,40.2,49
57,188,97,11,95,39.9,66
26,189,91,8,94,39.5,34
75,169,65,7,83,39.3,31
28,206,109,6,92,39.5,26
22,164,55,6,87,39.1,24
64,181,76,13,90,40,63
37,196,98,6,87,39.3,23
71,168,71,2,70,37.8,6
28,198,99,21,101,40.5,117
23,184,72,15,96,40.5,72
49,205,104,11,95,39.8,63
24,164,65,14,98,40.4,72
64,185,88,4,88,39.1,20
45,174,71,28,110,40.7,188
69,176,78,18,100,40.3,125
47,145,47,7,84,39.6,30
43,139,45,12,90,40,59
25,163,57,9,84,40,34
63,202,102,1,91,37.4,6
46,174,67,13,99,39.8,73
78,175,83,22,93,40.8,141
68,172,74,8,93,39.7,42
57,177,83,12,91,39.7,61
66,170,72,13,98,40.3,82
45,198,102,10,86,39.3,42
31,196,96,11,85,40.1,35
38,188,89,15,101,40.1,87
22,187,94,17,91,40.2,62
29,150,60,20,98,40.7,106
44,170,71,8,77,39.7,17
51,160,63,2,82,38.3,8
58,170,68,12,95,39.7,64
39,185,87,7,88,39.7,27
52,155,58,20,110,40.3,140
71,153,53,22,101,40.7,142
22,170,65,20,95,40.5,95
75,178,76,29,120,40.8,295
24,152,49,27,101,40.9,153
71,163,65,16,96,40.2,92
24,162,63,21,103,40.5,120
27,163,59,1,88,38,4
25,170,66,16,90,40.3,68
57,187,88,25,113,40.9,213
42,193,96,10,82,39.4,33
42,178,74,11,93,40,53
29,191,86,15,85,40.2,44
24,184,84,19,97,40.3,84
56,187,90,8,87,39.8,37
49,166,68,3,85,38.6,12
77,176,84,13,88,40.3,73
43,175,79,7,96,39.7,36
43,179,82,9,90,39.9,38
26,189,89,19,95,40.5,82
44,175,73,24,104,40.1,149
70,177,80,25,105,40.7,194
27,173,67,17,104,40.3,99
43,190,95,12,94,40,62
41,168,66,22,101,40.5,126
71,166,66,29,108,40.9,204
33,159,59,26,113,40.7,181
22,173,67,29,103,40.8,162
67,159,58,23,101,40.4,145
31,184,86,17,83,40.6,46
77,160,59,30,110,40.8,223
22,168,62,9,88,39.7,37
61,180,77,24,99,40.3,137
43,178,78,16,94,40.1,76
33,150,52,30,112,41.2,209
29,177,73,11,96,40.1,47
31,180,73,13,99,40.1,68
45,163,61,20,98,40.4,111
62,161,59,17,88,40.3,82
50,187,76,11,91,40.1,52
56,188,94,12,93,39.9,67
79,177,89,29,99,41,217
49,185,85,18,99,40.2,107
30,163,56,8,83,39.4,30
21,180,73,14,88,40.4,55
23,175,82,2,92,38.4,7
34,175,65,5,85,38.7,20
24,187,92,7,94,39.8,29
21,159,50,11,86,40.1,44
35,179,68,5,85,39.2,19
33,149,52,27,109,40.7,179
29,175,76,11,88,39.7,44
49,203,104,28,108,40.9,216
62,196,97,30,112,40.8,264
40,172,74,16,96,40.5,81
73,167,71,10,92,40.1,53
45,204,106,18,94,40.4,98
22,194,98,8,94,39.6,33
68,198,111,29,110,40.5,264
60,173,79,6,92,38.8,32
32,176,80,10,87,39.8,32
32,154,55,22,113,40.1,154
35,160,57,22,103,40.5,131
20,184,86,11,91,39.8,37
70,179,86,8,84,39.7,38
34,179,68,19,102,40.6,108
22,173,66,15,90,40.6,63
43,160,65,16,99,40.1,89
45,163,72,9,85,39.4,30
26,166,59,20,97,40.4,103
26,175,74,1,81,37.9,2
28,179,87,7,89,39.5,24
40,206,101,29,109,41,214
62,180,87,1,80,37.8,4
59,205,103,28,105,40.6,217
49,180,77,5,81,39.1,15
25,168,62,4,76,39,11
21,180,67,19,100,40.3,100
73,174,72,28,113,41.2,210
31,173,64,16,86,40.3,64
53,175,81,5,89,39.2,23
62,195,102,17,92,40,100
33,214,112,30,107,41,209
39,194,93,18,89,40.3,75
51,184,94,19,111,40.5,153
20,181,76,9,91,40,37
23,195,95,18,91,40.5,67
59,164,64,18,100,39.9,108
56,150,54,5,94,39.2,27
42,188,89,16,96,40.2,84
71,171,70,10,96,39.3,57
